"","zip","state","DurationSec","DemoState","DemoZip","PersonalExpYN","EEAttributionNoExper","PersonalExpType","PersonalExpTypeOE","PersonalExpImpact","PersonalExpImpactOE","EEIntensity","EEFrequency","EEAttributionExper","CCHumanCaused","PsyDistClimateGroup","PsyDistNumber","PsyDistLocal","PsyDistFar","PsyDistDevelop","PsyDistImpact","PsyDistEffects","WTPPolicy","EcolEconGrowth","EcolEconRelationship","EcolEconGraphic","CCHumanActivity","CCHumanActDeforest","CCHumanActFossil","CCHumanActCigarette","CCHumanActCFC","CCHumanActToxic","CCHumanActNuclear","PriorityTerrorist","PriorityEconomy","PriorityHealthcare","PriorityEducation","PriorityEnvironment","PriorityImmigration","PriorityBudget","PriorityClimate","PriorityJob","PriorityMilitary","PriorityRace","PriorityCovid","DemoPresElection","DemoPolitical","gc","wtpValue","LS","EEAttributionAll","EEExposure","CCDenierOrNot","DemoPol.3GRModSeparate","DemoPol.3Groups","PersonalExpType_wildfire","PersonalExpType_hurricane","PersonalExpType_flood","PersonalExpType_heat","PersonalExpType_drought","PersonalExpType_tornado","PersonalExpType_other","PersonalExpType_total","PersonalExpImpact_smoke","PersonalExpImpact_sheltering","PersonalExpImpact_nearmiss","PersonalExpImpact_evacuate","PersonalExpImpact_livingquarterdamage","PersonalExpImpact_livingquarterlost","PersonalExpImpact_incomelost","PersonalExpImpact_other","PersonalExpImpact_total","EEExposureAll","extremeExperienceYN","EEIntensityAll","wtp","c2","c3","t1a","t1b","t2a","t2b","t3a","t3b","t4","c1","t1","t2","t3","tA","tB","climateTopPriority","EEFrequency_std","EEIntensity_std","EEExposure_std","EEAttributionAll_std","EEAttributionXIntensity","EEAttributionXExposure","EEExposureAll_std","EEIntensityAll_std","DuplicatedZip","biden","trump","nonvoter","thirdparty","bipoc","age","male","collegeGrad","income","ccHumanCaused","ccNatureCaused","ccNotHappening"
"1457","32226","Florida",603,"Florida",32226,2,8,NA,NA,NA,NA,NA,NA,NA,1,2,8,6,5,5,4,1,2,1,2,NA,26,NA,1,NA,NA,NA,2,4,4,4,4,4,2,3,3,3,3,4,4,3,4,1,265,873,8,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,1,29.5,0,1,62.5,1,0,0
"1458","97306","Oregon",974,"Oregon",97306,1,NA,"1",NA,"1 4",NA,6,2,7,3,1,5,4,5,5,5,2,1,2,NA,2,12,1,2,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,165,873,7,8,1,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8,1,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,-0.329521125,0.558250746,0.312987751,0.387815771,42,56,1.094464798,1.279249712,FALSE,0,1,0,0,1,21,0,0,37.5,0,0,1
"1459","95133","California",536,"California",95133,1,NA,"1",NA,"1",NA,9,2,9,1,2,8,6,7,6,6,3,2,2,1,NA,12,1,2,NA,NA,NA,NA,2,4,3,3,4,3,2,4,4,2,1,4,3,1,1,65,873,9,11,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.329521125,1.802574098,1.318000382,1.066479503,81,99,1.823735932,2.31960032,FALSE,1,0,0,0,1,49.5,1,1,125,1,0,0
"1460","12309","New York",1583,"New York",12309,1,NA,"2 3 4 6",NA,"2 5",NA,4,3,3,2,1,5,4,4,4,4,1,2,4,NA,3,42,NA,2,NA,1,NA,NA,4,4,4,3,2,4,4,2,4,4,2,4,2,2,1,145,846,3,7,1,1,1,0,1,1,1,0,1,0,4,0,1,0,0,1,0,0,0,2,7,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.470028933,-0.271298156,-0.022016459,-0.969511691,12,21,0.851374419,0.58568264,FALSE,0,1,0,0,0,29.5,1,1,87.5,0,1,0
"1461","32825","Florida",372,"Florida",32825,1,NA,"2 4 5",NA,"4 6 7",NA,5,2,4,1,3,10,7,1,6,6,1,1,3,1,NA,41,2,NA,NA,1,NA,NA,2,2,4,3,4,2,2,4,3,1,4,3,3,5,1,245,873,4,7,0,3,2,0,1,0,1,1,0,0,3,0,0,0,0,0,1,1,0,2,7,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.329521125,0.143476295,-0.022016459,-0.630179826,20,28,0.851374419,0.932466176,TRUE,1,0,0,0,1,21,0,0,17.5,1,0,0
"1462","90004","California",496,"California",90004,1,NA,"1",NA,"1 2",NA,6,1,10,1,3,10,6,5,6,7,1,1,1,NA,1,46,NA,NA,NA,1,NA,2,3,1,4,4,4,2,4,4,4,1,4,4,3,6,1,25,873,10,7,0,3,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,7,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,-1.129071183,0.558250746,-0.022016459,1.405811368,60,70,0.851374419,1.279249712,FALSE,1,0,0,0,1,21,0,1,17.5,1,0,0
"1463","92115","California",394,"California",92115,1,NA,"1 4",NA,"1",NA,3,3,8,1,1,6,4,4,4,4,3,2,3,3,NA,25,NA,1,NA,NA,2,NA,3,4,4,4,4,3,3,3,4,1,3,4,4,4,1,165,873,8,6,0,2,2,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,6,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470028933,-0.686072606,-0.357020669,0.727147637,24,48,0.608284041,0.238899104,TRUE,0,0,0,1,1,21,0,1,10,1,0,0
"1464","80923","Colorado",1299,"Colorado",80923,2,5,NA,NA,NA,NA,NA,NA,NA,1,1,6,4,3,5,5,3,1,2,NA,3,52,NA,2,NA,NA,1,NA,4,4,4,4,4,2,3,4,4,4,4,4,1,5,1,105,873,5,NA,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,FALSE,0,0,1,0,1,29.5,1,0,37.5,1,0,0
"1465","34638","Florida",908,"Florida",34638,1,NA,"4 7",NA,"2",NA,4,1,5,1,1,5,5,5,6,5,3,1,3,1,NA,21,2,1,NA,NA,NA,NA,4,4,4,4,4,3,3,3,4,4,4,4,3,4,1,85,873,5,5,0,2,2,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,5,1,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-1.129071183,-0.271298156,-0.692024879,-0.29084796,20,25,0.365193663,0.58568264,FALSE,1,0,0,0,1,59.5,0,1,62.5,1,0,0
"1466","97006","Oregon",894,"Oregon",97006,1,NA,"1",NA,"1 2",NA,5,2,9,1,2,8,6,2,5,6,1,2,1,NA,1,12,1,2,NA,NA,NA,NA,3,4,4,3,4,3,4,4,3,2,4,4,3,6,1,225,873,9,7,0,3,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,7,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,-0.329521125,0.143476295,-0.022016459,1.066479503,45,63,0.851374419,0.932466176,FALSE,1,0,0,0,1,29.5,0,1,37.5,1,0,0
"1467","90660","California",1093,"California",90660,1,NA,"1 4 5",NA,"1",NA,2,1,9,1,3,9,7,6,7,7,3,1,1,1,NA,12,1,2,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,3,4,4,3,5,1,145,873,9,3,0,3,2,1,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,-1.129071183,-1.100847057,-1.3620333,1.066479503,18,27,-0.120987094,-0.107884432,TRUE,1,0,0,0,0,49.5,0,1,62.5,1,0,0
"1468","33594","Florida",1683,"Florida",33594,1,NA,"2",NA,"2 6 9","Electricity",7,2,10,1,1,3,6,6,6,6,1,1,1,NA,2,12,1,2,NA,NA,NA,NA,4,4,3,3,3,3,3,3,4,2,4,4,3,6,1,65,873,10,9,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,9,1,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.329521125,0.973025196,0.647991961,1.405811368,70,90,1.337555176,1.626033248,FALSE,1,0,0,0,1,59.5,0,0,37.5,1,0,0
"1469","39842","Georgia",277,"Georgia",39842,1,NA,"2 6",NA,"2 4",NA,4,4,4,2,1,4,4,4,4,4,3,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,3,NA,4,3,3,3,4,3,4,1,65,873,4,8,1,2,2,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,8,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1.269578991,-0.271298156,0.312987751,-0.630179826,16,32,1.094464798,0.58568264,FALSE,1,0,0,0,1,21,1,1,37.5,0,1,0
"1470","94545","California",1028,"California",94545,2,7,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,6,6,6,3,1,6,1,NA,52,NA,2,NA,NA,1,NA,2,3,3,3,4,4,3,4,3,1,4,4,3,6,1,85,873,7,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,1,21,0,0,125,1,0,0
"1471","14618","New York",1251,"New York",14618,2,9,NA,NA,NA,NA,NA,NA,NA,1,3,9,5,2,2,6,1,1,1,1,NA,12,1,2,NA,NA,NA,NA,3,4,1,4,4,3,3,4,4,2,4,4,1,6,1,105,846,9,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,0,59.5,0,1,125,1,0,0
"1472","95380","California",708,"California",95380,2,5,NA,NA,NA,NA,NA,NA,NA,2,2,7,5,3,3,5,1,1,2,NA,NA,35,NA,NA,1,NA,2,NA,4,4,4,4,4,4,3,4,4,4,4,4,1,2,1,125,873,5,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,1,39.5,0,0,37.5,0,1,0
"1473","90034","California",1077,"California",90034,2,10,NA,NA,NA,NA,NA,NA,NA,1,2,8,7,1,1,7,1,1,3,NA,1,12,1,2,NA,NA,NA,NA,1,1,4,4,4,1,1,4,4,1,4,4,3,7,1,205,873,10,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,1,29.5,0,1,37.5,1,0,0
"1474","10313","New York",946,"New York",10313,1,NA,"2 6",NA,NA,NA,1,1,3,1,2,7,5,5,5,5,1,2,3,1,NA,12,1,2,NA,NA,NA,NA,4,4,4,4,4,3,4,4,4,3,4,4,3,4,1,105,873,3,2,0,2,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,-1.129071183,-1.515621508,-1.69703751,-0.969511691,3,6,-0.364077472,-0.454667968,FALSE,1,0,0,0,1,49.5,0,1,125,1,0,0
"1475","91367","California",987,"California",91367,1,NA,"1 3 4 5",NA,"1",NA,2,5,10,1,3,10,7,4,4,5,1,1,1,NA,3,21,2,1,NA,NA,NA,NA,3,2,4,4,4,4,4,4,4,2,4,4,3,5,1,85,873,10,7,0,3,2,1,0,1,1,1,0,0,4,1,0,0,0,0,0,0,0,1,7,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2.069129049,-1.100847057,-0.022016459,1.405811368,20,70,0.851374419,-0.107884432,FALSE,1,0,0,0,1,29.5,0,1,37.5,1,0,0
"1476","32837","Florida",659,"Florida",32837,1,NA,"1",NA,"1",NA,5,3,7,1,1,6,6,5,5,5,1,1,2,NA,3,21,2,1,NA,NA,NA,NA,3,4,3,3,4,2,3,3,4,3,4,4,3,5,1,225,873,7,8,0,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8,1,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.470028933,0.143476295,0.312987751,0.387815771,35,56,1.094464798,0.932466176,FALSE,1,0,0,0,1,29.5,0,1,200,1,0,0
"1477","10026","New York",1328,"New York",10026,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,6,7,7,6,1,2,1,1,NA,21,2,1,NA,NA,NA,NA,4,4,4,4,4,3,3,4,4,3,4,4,3,6,1,45,873,10,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,1,29.5,0,1,62.5,1,0,0
"1478","90210","California",3298,"California",90210,1,NA,"3",NA,"2",NA,5,2,1,3,1,2,2,2,2,2,7,1,5,1,NA,24,NA,1,NA,2,NA,NA,4,4,3,4,4,4,3,1,4,4,2,4,3,4,1,45,873,1,7,1,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.329521125,0.143476295,-0.022016459,-1.648175423,5,7,0.851374419,0.932466176,TRUE,1,0,0,0,1,29.5,0,0,17.5,0,0,1
"1479","95366","California",1059,"California",95366,2,7,NA,NA,NA,NA,NA,NA,NA,3,1,5,3,5,5,5,2,2,2,NA,1,21,2,1,NA,NA,NA,NA,4,3,3,4,4,3,3,3,4,4,2,4,1,4,1,165,873,7,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,FALSE,0,0,1,0,1,21,0,1,37.5,0,0,1
"1480","92346","California",332,"California",92346,2,5,NA,NA,NA,NA,NA,NA,NA,2,2,7,4,3,5,4,3,1,3,NA,2,41,2,NA,NA,1,NA,NA,4,3,4,2,2,1,1,1,3,4,2,3,3,4,1,45,873,5,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,1,21,1,1,37.5,0,1,0
"1481","90221","California",1404,"California",90221,1,NA,"1",NA,"1",NA,6,2,8,1,3,9,5,2,1,5,1,1,2,1,NA,21,2,1,NA,NA,NA,NA,3,3,3,3,3,2,3,3,3,2,3,4,3,5,1,85,873,8,8,0,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8,1,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.329521125,0.558250746,0.312987751,0.727147637,48,64,1.094464798,1.279249712,TRUE,1,0,0,0,1,59.5,1,1,87.5,1,0,0
"1482","13037","New York",699,"New York",13037,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,1,1,7,1,1,1,NA,3,21,2,1,NA,NA,NA,NA,4,4,3,4,4,3,4,4,4,3,4,4,1,4,1,25,846,10,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,FALSE,0,0,1,0,0,21,0,0,10,1,0,0
"1483","97526","Oregon",1080,"Oregon",97526,1,NA,"1",NA,"1",NA,8,4,9,1,2,7,6,2,1,4,1,1,1,NA,2,21,2,1,NA,NA,NA,NA,NA,4,4,3,4,3,3,4,4,4,4,4,1,4,1,245,873,9,12,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,12,1,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1.269578991,1.387799647,1.653004592,1.066479503,72,108,2.066826311,1.972816784,FALSE,0,0,1,0,0,70,0,1,37.5,1,0,0
"1484","10510","New York",448,"New York",10510,1,NA,"4",NA,"6",NA,6,2,10,1,3,10,7,7,7,7,1,1,1,1,NA,12,1,2,NA,NA,NA,NA,4,4,4,2,4,2,3,4,3,3,3,4,3,4,1,185,873,10,8,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,8,1,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,-0.329521125,0.558250746,0.312987751,1.405811368,60,80,1.094464798,1.279249712,FALSE,1,0,0,0,1,39.5,0,1,62.5,1,0,0
"1485","95838","California",735,"California",95838,1,NA,"1 4 5 7",NA,"1 2",NA,7,2,8,1,3,9,7,1,1,7,2,1,1,NA,3,45,NA,NA,NA,1,2,NA,4,4,NA,4,4,3,4,4,3,4,4,4,4,6,1,145,873,8,9,0,3,3,1,0,0,1,1,0,1,4,1,1,0,0,0,0,0,0,2,9,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.329521125,0.973025196,0.647991961,0.727147637,56,72,1.337555176,1.626033248,FALSE,0,0,0,1,1,39.5,0,1,37.5,1,0,0
"1486","91786","California",739,"California",91786,1,NA,"1",NA,"1 2",NA,2,2,8,1,3,10,7,7,6,6,1,1,1,1,NA,21,2,1,NA,NA,NA,NA,2,4,2,2,4,3,1,3,1,1,2,4,3,7,1,45,873,8,4,0,3,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.329521125,-1.100847057,-1.02702909,0.727147637,16,32,0.122103284,-0.107884432,TRUE,1,0,0,0,1,39.5,0,1,125,1,0,0
"1487","14201","New York",1530,"New York",14201,1,NA,"1 4",NA,"1 3 4 5",NA,3,5,9,2,2,8,6,6,6,5,2,1,1,2,NA,21,2,1,NA,NA,NA,NA,4,4,4,3,4,4,4,3,4,4,4,4,3,2,1,5,846,9,8,1,1,1,1,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,3,8,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2.069129049,-0.686072606,0.312987751,1.066479503,27,72,1.094464798,0.238899104,FALSE,1,0,0,0,0,49.5,1,1,200,0,1,0
"1488","98092","Washington",892,"Washington",98092,1,NA,"1 3 7",NA,"1",NA,5,2,10,2,2,7,6,6,6,5,2,1,2,NA,2,35,NA,NA,1,NA,2,NA,4,4,3,3,3,3,4,3,4,4,4,4,2,2,1,165,873,10,7,1,1,1,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,1,7,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.329521125,0.143476295,-0.022016459,1.405811368,50,70,0.851374419,0.932466176,FALSE,0,1,0,0,1,49.5,0,1,37.5,0,1,0
"1489","93309","California",502,"California",93309,1,NA,"4 5",NA,"1 2",NA,2,3,10,1,3,10,1,1,1,1,NA,1,3,NA,1,52,NA,2,NA,NA,1,NA,4,4,4,4,4,4,4,4,4,NA,4,4,3,4,1,5,873,10,5,0,2,2,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,2,5,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.470028933,-1.100847057,-0.692024879,1.405811368,20,50,0.365193663,-0.107884432,TRUE,1,0,0,0,1,29.5,0,1,62.5,1,0,0
"1490","91324","California",397,"California",91324,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,8,6,2,1,6,1,2,1,NA,1,21,2,1,NA,NA,NA,NA,4,3,3,4,4,4,2,4,3,2,3,4,2,2,1,85,873,7,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,1,39.5,0,1,125,1,0,0
"1491","10472","New York",351,"New York",10472,1,NA,"2 3",NA,"4",NA,3,2,3,1,3,10,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,2,2,2,1,3,2,4,2,4,1,1,65,873,3,5,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.329521125,-0.686072606,-0.692024879,-0.969511691,9,15,0.365193663,0.238899104,TRUE,0,0,0,1,1,49.5,1,0,10,1,0,0
"1492","14609","New York",312,"New York",14609,2,7,NA,NA,NA,NA,NA,NA,NA,2,3,9,6,7,6,6,3,1,1,NA,3,25,NA,1,NA,NA,2,NA,3,4,3,4,3,3,3,4,3,4,4,3,3,7,1,225,846,7,NA,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,49.5,0,1,37.5,0,1,0
"1493","95207","California",608,"California",95207,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,6,4,5,5,5,2,2,2,1,NA,56,NA,NA,NA,NA,1,2,4,3,4,4,4,4,4,1,3,3,4,3,1,4,1,185,873,1,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,1,21,0,0,10,1,0,0
"1494","33161","Florida",1649,"Florida",33161,2,5,NA,NA,NA,NA,NA,NA,NA,1,3,10,5,5,5,5,2,1,3,1,NA,42,NA,2,NA,1,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,165,873,5,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,0,1,1,49.5,0,0,37.5,1,0,0
"1495","11204","New York",570,"New York",11204,1,NA,"3",NA,"2 3 5",NA,6,2,5,1,1,5,4,6,7,3,4,1,4,1,NA,32,NA,2,1,NA,NA,NA,3,3,3,3,2,3,3,2,4,3,2,4,3,3,1,105,873,5,8,0,1,2,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,3,8,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.329521125,0.558250746,0.312987751,-0.29084796,30,40,1.094464798,1.279249712,TRUE,1,0,0,0,1,21,1,1,37.5,1,0,0
"1496","10458","New York",682,"New York",10458,1,NA,"1 3 4 6",NA,"1 3 5",NA,8,2,10,1,2,8,6,4,6,7,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,3,2,2,4,3,3,3,4,3,6,1,25,873,10,10,0,3,3,1,0,1,1,0,1,0,4,1,0,1,0,1,0,0,0,3,10,1,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,-0.329521125,1.387799647,0.982996172,1.405811368,80,100,1.580645554,1.972816784,TRUE,1,0,0,0,1,29.5,0,1,37.5,1,0,0
"1497","97141","Oregon",388,"Oregon",97141,2,10,NA,NA,NA,NA,NA,NA,NA,3,1,6,4,4,5,7,2,1,2,NA,2,62,NA,2,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,3,3,4,3,4,1,25,873,10,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,1,39.5,0,0,62.5,0,0,1
"1498","13601","New York",1270,"New York",13601,2,5,NA,NA,NA,NA,NA,NA,NA,2,1,5,5,4,4,3,3,2,5,3,NA,46,NA,NA,NA,1,NA,2,4,4,4,3,3,4,3,3,4,4,3,4,2,2,1,85,846,5,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,FALSE,0,1,0,0,0,70,0,0,37.5,0,1,0
"1499","11362","New York",590,"New York",11362,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,8,5,6,6,6,1,1,1,1,NA,21,2,1,NA,NA,NA,NA,3,3,4,4,4,3,4,4,4,1,3,4,3,7,1,145,873,7,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,1,21,0,1,17.5,1,0,0
"1500","12010","New York",564,"New York",12010,2,10,NA,NA,NA,NA,NA,NA,NA,1,2,8,7,6,6,6,1,1,2,1,NA,12,1,2,NA,NA,NA,NA,3,3,4,4,4,4,4,4,4,3,4,4,3,4,1,65,846,10,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,0,21,0,0,17.5,1,0,0
"1501","93274","California",801,"California",93274,1,NA,"1 4 5",NA,"1 2",NA,4,2,4,1,2,7,5,6,5,5,5,2,3,2,NA,24,NA,1,NA,2,NA,NA,4,4,4,4,3,4,3,3,3,3,3,3,2,3,1,85,873,4,6,0,1,2,1,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,2,6,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.329521125,-0.271298156,-0.357020669,-0.630179826,16,24,0.608284041,0.58568264,FALSE,0,1,0,0,1,29.5,0,1,87.5,1,0,0
"1502","35601","Alabama",556,"Alabama",35601,2,7,NA,NA,NA,NA,NA,NA,NA,3,1,6,4,4,4,3,4,2,4,NA,2,25,NA,1,NA,NA,2,NA,4,3,3,3,4,2,3,2,2,4,2,4,1,4,1,65,873,7,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,1,21,0,0,17.5,0,0,1
